SCHOOL NO.,ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,ENGLISH ADDRESS,中文地址,LONGITUDE,經度,LATITUDE,緯度,EASTING,坐標東,NORTHING,坐標北,STUDENTS GENDER,就讀學生性別,SESSION,學校授課時間,DISTRICT,分區,FINANCE TYPE,資助種類,SCHOOL LEVEL,學校類型,TELEPHONE,聯絡電話,FAX NUMBER,傳真號碼,WEBSITE,網頁,RELIGION,宗教
170984000133,Aided Secondary Schools,資助中學,NING PO NO.2 COLLEGE,寧波第二中學,ESTATE SECONDARY SCHOOL SHUN TIN ESTATE KWUN TONG KOWLOON,九龍觀塘順天邨屋邨中學校舍,114.2282597,114.2282597,22.32471969,22.32471969,841562.0,841562.0,820634.0,820634.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,23467465,23467465,27723377,27723377,http://www.np2c.edu.hk,http://www.np2c.edu.hk,NOT APPLICABLE,不適用
190063000133,Aided Secondary Schools,資助中學,MADAM LAU KAM LUNG SECONDARY SCHOOL OF MIU FAT BUDDHIST MONASTERY,妙法寺劉金龍中學,22 CASTLE PEAK ROAD LAM TEI TUEN MUN NEW TERRITORIES,新界屯門青山公路藍地段22號,113.9846065,113.9846065,22.42029202,22.42029202,816473.0,816473.0,831229.0,831229.0,GIRLS,女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24619566,24619566,24643133,24643133,http://www.lkl.edu.hk,http://www.lkl.edu.hk,BUDDHISM,佛教
190020000133,Aided Secondary Schools,資助中學,DE LA SALLE SECONDARY SCHOOL N T,新界喇沙中學,"KAM TSIN VILLAGE, SHEUNG SHUI, NEW TERRITORIES",新界上水金錢村,114.11123485,114.11123485,22.50143215,22.50143215,829514.0,829514.0,840203.0,840203.0,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,SECONDARY,中學,26700443,26700443,26790161,26790161,http://www.delasalle.edu.hk,http://www.delasalle.edu.hk,CATHOLICISM,天主教
190071000133,Aided Secondary Schools,資助中學,S.K.H. ST. SIMON'S LUI MING CHOI SECONDARY SCHOOL,聖公會聖西門呂明才中學,85 TUEN MUN HEUNG SZE WUI ROAD TUEN MUN N T,新界屯門屯門鄉事會路85號,113.97444143,113.97444143,22.39716164,22.39716164,815423.0,815423.0,828669.0,828669.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24598236,24598236,26183155,26183155,http://www.skhsslmc.edu.hk,http://www.skhsslmc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170968000133,Aided Secondary Schools,資助中學,SHUN LEE CATHOLIC SECONDARY SCHOOL,順利天主教中學,7 SHUN CHI STREET SHUN LEE ESTATE KWUN TONG KOWLOON & ROOMS 501-506 AT 5/F 7 SHUN CHI STREET SHUN LEE ESTATE KOWLOON,九龍順利邨順緻街7號,114.22641847,114.22641847,22.3331458,22.3331458,841372.0,841372.0,821567.0,821567.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,23898667,23898667,23894111,23894111,http://www.slcss.edu.hk,http://www.slcss.edu.hk,CATHOLICISM,天主教
170925000133,Aided Secondary Schools,資助中學,NEW LIFE SCHOOLS INCORPORATION LUI KWOK PAT FONG COLLEGE,新生命教育協會呂郭碧鳳中學,102 TSUI PING ROAD KWUN TONG KOWLOON,觀塘翠屏道１０２號,114.22801503,114.22801503,22.31919305,22.31919305,841537.0,841537.0,820022.0,820022.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,23480103,23480103,23409716,23409716,http://www.lkpfc.edu.hk,http://www.lkpfc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170844000233,Aided Secondary Schools,資助中學,ST. JOSEPH'S ANGLO-CHINESE SCHOOL,聖若瑟英文中學,46 NEW CLEAR WATER BAY ROAD KOWLOON,九龍新清水灣道46號,114.21695396,114.21695396,22.33219118,22.33219118,840397.0,840397.0,821461.0,821461.0,BOYS,男,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,37524500,37524500,23252358,23252358,http://www.sjacs.edu.hk,http://www.sjacs.edu.hk,CATHOLICISM,天主教
170852000233,Aided Secondary Schools,資助中學,TACK CHING GIRLS' SECONDARY SCHOOL,德貞女子中學,9 HING WAH STREET WEST & ROOMS 513 514 515 & 516 5/F SHAMSHUIPO KOWLOON,九龍深水埗興華街西9號及5樓513514515及516室,114.14943311,114.14943311,22.33204934,22.33204934,833441.0,833441.0,821445.0,821445.0,GIRLS,女,WHOLE DAY,全日,SHAM SHUI PO,深水埗區,AIDED,資助,SECONDARY,中學,27293211,27293211,27251779,27251779,http://www.tackching.edu.hk,http://www.tackching.edu.hk,CATHOLICISM,天主教
170720000133,Aided Secondary Schools,資助中學,SHENG KUNG HUI KEI HAU SECONDARY SCHOOL,聖公會基孝中學,G/F-6/F AND ANNEX BLOCK 5 KAI TIN ROAD LAM TIN KOWLOON,九龍藍田啓田道5號地下至6樓及附翼大樓,114.23512394,114.23512394,22.30582537,22.30582537,842270.0,842270.0,818542.0,818542.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,23460252,23460252,23464648,23464648,http://www.keihau.edu.hk,http://www.keihau.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170526000133,Aided Secondary Schools,資助中學,CHONG GENE HANG COLLEGE,張振興伉儷書院,12 CHEUNG MAN ROAD CHAI WAN HONG KONG,香港柴灣祥民道12號,114.23731069,114.23731069,22.26797721,22.26797721,842497.0,842497.0,814351.0,814351.0,BOYS,男,WHOLE DAY,全日,EASTERN,東區,AIDED,資助,SECONDARY,中學,25566081,25566081,28984494,28984494,http://www.cghc.edu.hk,http://www.cghc.edu.hk,CATHOLICISM,天主教
170518000133,Aided Secondary Schools,資助中學,KWUN TONG MARYKNOLL COLLEGE,觀塘瑪利諾書院,100 TSUI PING ROAD KWUN TONG KOWLOON,九龍觀塘翠屏道100號,114.22842241,114.22842241,22.31847951,22.31847951,841579.0,841579.0,819943.0,819943.0,BOYS,男,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,27171485,27171485,27272788,27272788,http://www.ktmc.edu.hk,http://www.ktmc.edu.hk,CATHOLICISM,天主教
133124000133,Aided Secondary Schools,資助中學,CANOSSA COLLEGE,嘉諾撒書院,10 HOI CHAK STREET QUARRY BAY HONG KONG,香港鰂魚涌海澤街10號,114.21082832,114.21082832,22.28956813,22.28956813,839767.0,839767.0,816741.0,816741.0,GIRLS,女,WHOLE DAY,全日,EASTERN,東區,AIDED,資助,SECONDARY,中學,25630272,25630272,25628910,25628910,http://www.canossa.edu.hk,http://www.canossa.edu.hk,CATHOLICISM,天主教
113840000133,Aided Secondary Schools,資助中學,THE CHURCH OF CHRIST IN CHINA CHUEN YUEN COLLEGE,中華基督教會全完中學,15 SHEUNG KOK STREET KWAI CHUNG ESTATE NEW TERRITORIES,新界葵涌邨上角街十五號,114.12810421,114.12810421,22.36851875,22.36851875,831245.0,831245.0,825484.0,825484.0,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,SECONDARY,中學,24205050,24205050,24818954,24818954,http://www.chuenyuen.edu.hk,http://www.chuenyuen.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
131709000133,Aided Secondary Schools,資助中學,OUR LADY'S COLLEGE,聖母書院,3 LUNG FUNG STREET WONG TAI SIN KOWLOON,九龍黃大仙龍鳳街3號,114.19676553,114.19676553,22.34502736,22.34502736,838317.0,838317.0,822882.0,822882.0,GIRLS,女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23275860,23275860,27527645,27527645,http://www.olc.edu.hk,http://www.olc.edu.hk,CATHOLICISM,天主教
132918000133,Aided Secondary Schools,資助中學,PAOC KA CHI SECONDARY SCHOOL,加拿大神召會嘉智中學,273 WU CHUI ROAD TUEN MUN NEW TERRITORIES,新界屯門湖翠路273號,113.96988315,113.96988315,22.37338765,22.37338765,814950.0,814950.0,826037.0,826037.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24413818,24413818,24048394,24048394,http://www.kachi.edu.hk,http://www.kachi.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170097000133,Aided Secondary Schools,資助中學,THE CHURCH OF CHRIST IN CHINA MING YIN COLLEGE,中華基督教會銘賢書院,"1 WAI CHI STREET, SHEK KIP MEI, KOWLOON",九龍石硤尾偉智街1號,114.16857502,114.16857502,22.33184374,22.33184374,835413.0,835413.0,821422.0,821422.0,CO-ED,男女,WHOLE DAY,全日,SHAM SHUI PO,深水埗區,AIDED,資助,SECONDARY,中學,27784512,27784512,27883729,27883729,http://www.cccmyc.edu.hk,http://www.cccmyc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170046000133,Aided Secondary Schools,資助中學,CHOI HUNG ESTATE CATHOLIC SECONDARY SCHOOL,彩虹邨天主教英文中學,1 TSE WAI AVENUE CHOI HUNG ESTATE KOWLOON,九龍彩虹邨紫葳路ｌ號,114.20704394,114.20704394,22.33537209,22.33537209,839376.0,839376.0,821813.0,821813.0,BOYS,男,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23203594,23203594,23256405,23256405,http://www.choihung.edu.hk,http://www.choihung.edu.hk,CATHOLICISM,天主教
170135000133,Aided Secondary Schools,資助中學,NG WAH CATHOLIC SECONDARY SCHOOL,天主教伍華中學,5 CHOI HUNG ROAD KOWLOON,九龍彩虹道5號,114.19529802,114.19529802,22.33256535,22.33256535,838166.0,838166.0,821502.0,821502.0,BOYS,男,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23838077,23838077,27182543,27182543,http://www.ngwahsec.edu.hk,http://www.ngwahsec.edu.hk,CATHOLICISM,天主教
170186000133,Aided Secondary Schools,資助中學,CHEUNG CHUK SHAN COLLEGE,張祝珊英文中學,11 CLOUD VIEW ROAD NORTH POINT HONG KONG,香港北角雲景道11號,114.1960294,114.1960294,22.28621117,22.28621117,838242.0,838242.0,816369.0,816369.0,CO-ED,男女,WHOLE DAY,全日,EASTERN,東區,AIDED,資助,SECONDARY,中學,25706665,25706665,25120429,25120429,http://www.ccsc.edu.hk,http://www.ccsc.edu.hk,NOT APPLICABLE,不適用
170313000133,Aided Secondary Schools,資助中學,WA YING COLLEGE,華英中學,8 SHEUNG WO STREET KOWLOON,九龍何文田常和街8號,114.18263,114.18263,22.31946291,22.31946291,836861.0,836861.0,820051.0,820051.0,CO-ED,男女,WHOLE DAY,全日,KOWLOON CITY,九龍城區,AIDED,資助,SECONDARY,中學,27115421,27115421,27142944,27142944,http://www.waying.edu.hk,http://www.waying.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170470000133,Aided Secondary Schools,資助中學,THE CHURCH OF CHRIST IN CHINA HEEP WOH COLLEGE,中華基督教會協和書院,171 PO KONG VILLAGE ROAD TSZ WAN SHAN KOWLOON,九龍慈雲山蒲崗村道171號,114.20461944,114.20461944,22.34676911,22.34676911,839126.0,839126.0,823075.0,823075.0,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23234265,23234265,23233258,23233258,http://www.ccchwc.edu.hk,http://www.ccchwc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170577000133,Aided Secondary Schools,資助中學,THE HONG KONG SZE YAP COMMERCIAL & INDUSTRIAL ASSOCIATION WONG TAI SHAN MEMORIAL COLLEGE,香港四邑商工總會黃棣珊紀念中學,250 NAM CHEONG STREET SHEK KIP MEI SHAMSHUIPO KOWLOON,九龍深水埗南昌街250號,114.16855544,114.16855544,22.33466128,22.33466128,835411.0,835411.0,821734.0,821734.0,CO-ED,男女,WHOLE DAY,全日,SHAM SHUI PO,深水埗區,AIDED,資助,SECONDARY,中學,27788982,27788982,27773690,27773690,http://www.wtsmc.edu.hk,http://www.wtsmc.edu.hk,NOT APPLICABLE,不適用
170585000133,Aided Secondary Schools,資助中學,THE SALVATION ARMY WILLIAM BOOTH SECONDARY SCHOOL,救世軍卜維廉中學,100 YUK WAH STREET TSZ WAN SHAN KOWLOON,九龍慈雲山毓華街100號,114.2056485,114.2056485,22.34691341,22.34691341,839232.0,839232.0,823091.0,823091.0,CO-ED,男女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23269068,23269068,23280052,23280052,http://www.wbss.edu.hk,http://www.wbss.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
552917000133,Aided Secondary Schools,資助中學,HKFEW WONG CHO BAU SECONDARY SCHOOL,香港教育工作者聯會黃楚標中學,FU TUNG ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES,新界大嶼山東涌富東邨,113.94447851,113.94447851,22.28800595,22.28800595,812319.0,812319.0,816586.0,816586.0,CO-ED,男女,WHOLE DAY,全日,ISLANDS,離島區,AIDED,資助,SECONDARY,中學,21094005,21094005,21094006,21094006,http://www.wcbss.edu.hk,http://www.wcbss.edu.hk,NOT APPLICABLE,不適用
214957000133,Aided Secondary Schools,資助中學,THE MISSION COVENANT CHURCH HOLM GLAD COLLEGE,基督教聖約教會堅樂中學,26 HIU MING STREET KWUN TONG KOWLOON,九龍觀塘曉明街２６號,114.23140048,114.23140048,22.31424347,22.31424347,841886.0,841886.0,819474.0,819474.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,27274311,27274311,23473916,23473916,http://www.holmglad.edu.hk,http://www.holmglad.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
190837000133,Aided Secondary Schools,資助中學,CUHK FEDERATION OF ALUMNI ASSOCIATIONS THOMAS CHEUNG SECONDARY SCHOOL,香港中文大學校友會聯會張煊昌中學,TIN SHUI ESTATE TIN SHUI WAI NEW TERRITORIES,新界元朗天水圍天瑞邨,113.99787514,113.99787514,22.45755808,22.45755808,817844.0,817844.0,835354.0,835354.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,24483111,24483111,24454746,24454746,http://www.tcss.edu.hk,http://www.tcss.edu.hk,NOT APPLICABLE,不適用
190349000133,Aided Secondary Schools,資助中學,PO LEUNG KUK YAO LING SUN COLLEGE,保良局姚連生中學,ESTATE SECONDARY SCHOOL NO 3 SHEK WAI KOK ESTATE TSUEN WAN NEW TERRITORIES,新界荃灣石圍角邨屋邨中學第三校舍,114.12348051,114.12348051,22.37388173,22.37388173,830769.0,830769.0,826078.0,826078.0,CO-ED,男女,WHOLE DAY,全日,TSUEN WAN,荃灣區,AIDED,資助,SECONDARY,中學,24983331,24983331,24995136,24995136,http://www.plkylsc.edu.hk,http://www.plkylsc.edu.hk,NOT APPLICABLE,不適用
190527000233,Aided Secondary Schools,資助中學,SHATIN TSUNG TSIN SECONDARY SCHOOL,沙田崇真中學,1 MEI TIN ROAD TAI WAI SHATIN NEW TERRITORIES,新界沙田大圍美田路一號,114.17496161,114.17496161,22.36996223,22.36996223,836071.0,836071.0,825643.0,825643.0,CO-ED,男女,WHOLE DAY,全日,SHA TIN,沙田區,AIDED,資助,SECONDARY,中學,26073881,26073881,26047350,26047350,http://www.sttss.edu.hk,http://www.sttss.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170496000133,Aided Secondary Schools,資助中學,TAK OI SECONDARY SCHOOL,德愛中學,8 TSZ WAN SHAN ROAD KOWLOON,九龍慈雲山道８號,114.20436719,114.20436719,22.34753704,22.34753704,839100.0,839100.0,823160.0,823160.0,GIRLS,女,WHOLE DAY,全日,WONG TAI SIN,黃大仙區,AIDED,資助,SECONDARY,中學,23238504,23238504,27261153,27261153,http://www.takoi.edu.hk,http://www.takoi.edu.hk,CATHOLICISM,天主教
190136000133,Aided Secondary Schools,資助中學,TUNG WAH GROUP OF HOSPITALS MRS. WU YORK YU MEMORIAL COLLEGE,東華三院伍若瑜夫人紀念中學,13-21 ON CHIT STREET KWAI CHUNG NEW TERRITORIES,新界葵涌安捷街１３－２１號,114.14088111,114.14088111,22.37099676,22.37099676,832561.0,832561.0,825758.0,825758.0,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,SECONDARY,中學,24285129,24285129,24803015,24803015,http://www.twghwyyms.edu.hk,http://www.twghwyyms.edu.hk,NOT APPLICABLE,不適用
113794000133,Aided Secondary Schools,資助中學,DAUGHTERS OF MARY HELP OF CHRISTIANS SIU MING CATHOLIC SECONDARY SCHOOL,天主教母佑會蕭明中學,6 KWAI YIP STREET KWAI CHUNG NEW TERRITORIES,新界葵涌葵葉街六號,114.12851311,114.12851311,22.36533139,22.36533139,831287.0,831287.0,825131.0,825131.0,GIRLS,女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,SECONDARY,中學,24241796,24241796,24841434,24841434,http://dmhcsm.edu.hk,http://dmhcsm.edu.hk,CATHOLICISM,天主教
170704000133,Aided Secondary Schools,資助中學,THE CHURCH OF CHRIST IN CHINA MONG MAN WAI COLLEGE,中華基督教會蒙民偉書院,20 HIU MING STREET KWUN TONG KOWLOON,九龍觀塘曉明街２０號,114.23045003,114.23045003,22.31606797,22.31606797,841788.0,841788.0,819676.0,819676.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,27276372,27276372,23483900,23483900,http://www.cccmmwc.edu.hk,http://www.cccmmwc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
541168000133,Aided Secondary Schools,資助中學,SHUN TAK FRATERNAL ASSOCIATION YUNG YAU COLLEGE,順德聯誼總會翁祐中學,"TIN HENG ESTATE, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",新界元朗天水圍第4期第110區中學,113.99973337,113.99973337,22.47082579,22.47082579,818037.0,818037.0,836823.0,836823.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,31570636,31570636,31570635,31570635,http://www.stfa-yyc.edu.hk,http://www.stfa-yyc.edu.hk,NOT APPLICABLE,不適用
518417000133,Aided Secondary Schools,資助中學,SHAP PAT HEUNG RURAL COMMITTEE KUNG YIK SHE SECONDARY SCHOOL,十八鄉鄉事委員會公益社中學,20 TIN SHING ROAD TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天城路20號,114.00345808,114.00345808,22.4603636,22.4603636,818419.0,818419.0,835664.0,835664.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,24478123,24478123,24478242,24478242,http://www.sphrc.edu.hk,http://www.sphrc.edu.hk,NOT APPLICABLE,不適用
522074000233,Aided Secondary Schools,資助中學,HO YU COLLEGE AND PRIMARY SCHOOL (SPONSORED BY SIK SIK YUEN),嗇色園主辦可譽中學暨可譽小學,4-6 KIN TUNG ROAD TUNG CHUNG NEW TERRITORIES,新界東涌健東路4–6號,113.94923356,113.94923356,22.2938645,22.2938645,812810.0,812810.0,817234.0,817234.0,CO-ED,男女,WHOLE DAY,全日,ISLANDS,離島區,AIDED,資助,SECONDARY,中學,21091001,21091001,21092002,21092002,http://www.hoyu.edu.hk,http://www.hoyu.edu.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教
522058000133,Aided Secondary Schools,資助中學,PO LEUNG KUK MRS MA KAM MING-CHEUNG FOOK SIEN COLLEGE,保良局馬錦明夫人章馥仙中學,FU TUNG ESTATE TUNG CHUNG LANTAU ISLAND N T,新界大嶼山東涌富東邨,113.9440619,113.9440619,22.28761704,22.28761704,812276.0,812276.0,816543.0,816543.0,CO-ED,男女,WHOLE DAY,全日,ISLANDS,離島區,AIDED,資助,SECONDARY,中學,21091133,21091133,21091118,21091118,http://www.plkcfs.edu.hk,http://www.plkcfs.edu.hk,NOT APPLICABLE,不適用
282758000233,Aided Secondary Schools,資助中學,CARITAS CHONG YUET MING SECONDARY SCHOOL,明愛莊月明中學,53 WAH FU ROAD WAH FU ESTATE POKFULAM HONG KONG,香港薄扶林華富邨華富道53號,114.13532332,114.13532332,22.25295644,22.25295644,831985.0,831985.0,812687.0,812687.0,CO-ED,男女,WHOLE DAY,全日,SOUTHERN,南區,AIDED,資助,SECONDARY,中學,25510200,25510200,25521703,25521703,http://www.ccym.edu.hk,http://www.ccym.edu.hk,CATHOLICISM,天主教
190659000133,Aided Secondary Schools,資助中學,POK OI HOSPITAL TANG PUI KING MEMORIAL COLLEGE,博愛醫院鄧佩瓊紀念中學,PHASE III LONG PING ESTATE YUEN LONG NEW TERRITORIES,新界元朗朗屏邨第三期,114.02193051,114.02193051,22.44906728,22.44906728,820319.0,820319.0,834411.0,834411.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,24741576,24741576,24757933,24757933,http://www.tpk.edu.hk,http://www.tpk.edu.hk,NOT APPLICABLE,不適用
230740000133,Aided Secondary Schools,資助中學,SHUN TAK FRATERNAL ASSOCIATION LEE SHAU KEE COLLEGE,順德聯誼總會李兆基中學,303 KWAI SHING CIRCUIT KWAI CHUNG NT,新界葵涌葵盛圍303號,114.12456315,114.12456315,22.36086004,22.36086004,830880.0,830880.0,824636.0,824636.0,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,SECONDARY,中學,24294051,24294051,24207693,24207693,http://www.lskc.edu.hk,http://www.lskc.edu.hk,NOT APPLICABLE,不適用
190632000133,Aided Secondary Schools,資助中學,QUEEN'S COLLEGE OLD BOYS' ASSOCIATION SECONDARY SCHOOL,皇仁舊生會中學,CHEUNG ON ESTATE PHASE I TSING YI NEW TERRITORIES,新界青衣島長安邨第一期,114.09999954,114.09999954,22.36132887,22.36132887,828350.0,828350.0,824689.0,824689.0,CO-ED,男女,WHOLE DAY,全日,KWAI TSING,葵青區,AIDED,資助,SECONDARY,中學,24975688,24975688,24336598,24336598,http://www.qcobass.edu.hk,http://www.qcobass.edu.hk,NOT APPLICABLE,不適用
213195000133,Aided Secondary Schools,資助中學,ST. STEPHEN'S CHURCH COLLEGE,聖士提反堂中學,62 POKFULAM ROAD HONG KONG,香港薄扶林薄扶林道62號,114.13821519,114.13821519,22.28517851,22.28517851,832284.0,832284.0,816255.0,816255.0,CO-ED,男女,WHOLE DAY,全日,CENTRAL AND WESTERN,中西區,AIDED,資助,SECONDARY,中學,25466111,25466111,25407518,25407518,http://www.sscc.edu.hk,http://www.sscc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
270105000133,Aided Secondary Schools,資助中學,HO NGAI COLLEGE (SPONSORED BY SIK SIK YUEN),嗇色園主辦可藝中學,8 OI MING LANE TUEN MUN NEW TERRITOREIS,新界屯門愛明里8號,113.97445247,113.97445247,22.38954023,22.38954023,815423.0,815423.0,827825.0,827825.0,CO-ED,男女,WHOLE DAY,全日,TUEN MUN,屯門區,AIDED,資助,SECONDARY,中學,24417100,24417100,24416753,24416753,http://www.hongai.edu.hk,http://www.hongai.edu.hk,"CONFUCIANISM,BUDDHISM & TAOISM",儒釋道三教
190560000133,Aided Secondary Schools,資助中學,CARMEL DIVINE GRACE FOUNDATION SECONDARY SCHOOL,迦密主恩中學,PO LAM ESTATE TSEUNG KWAN O NEW TERRITORIES,新界將軍澳寶林邨,114.25423478,114.25423478,22.32640742,22.32640742,844238.0,844238.0,820822.0,820822.0,CO-ED,男女,WHOLE DAY,全日,SAI KUNG,西貢區,AIDED,資助,SECONDARY,中學,27010908,27010908,27040404,27040404,http://www.cdgfss.edu.hk,http://www.cdgfss.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
190306000133,Aided Secondary Schools,資助中學,YAN CHAI HOSPITAL LIM POR YEN SECONDARY SCHOOL,仁濟醫院林百欣中學,"STANDARD SECONDARY SCHOOL, NOS 145-165 TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",新界荃灣荃景圍145-165號標準中學校舍,114.1053398,114.1053398,22.37960911,22.37960911,828901.0,828901.0,826713.0,826713.0,CO-ED,男女,WHOLE DAY,全日,TSUEN WAN,荃灣區,AIDED,資助,SECONDARY,中學,24937258,24937258,24922496,24922496,http://www.ychlpyss.edu.hk,http://www.ychlpyss.edu.hk,NOT APPLICABLE,不適用
151335000133,Aided Secondary Schools,資助中學,THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG YUEN LONG LUTHERAN SECONDARY SCHOOL,基督教香港信義會元朗信義中學,TIN YIU ESTATE TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天耀邨,114.00394475,114.00394475,22.45181232,22.45181232,818468.0,818468.0,834717.0,834717.0,CO-ED,男女,WHOLE DAY,全日,YUEN LONG,元朗區,AIDED,資助,SECONDARY,中學,24480622,24480622,24480698,24480698,http://www.yll.edu.hk,http://www.yll.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
170267000233,Aided Secondary Schools,資助中學,ST. PETER'S SECONDARY SCHOOL,聖伯多祿中學,21 ABERDEEN RESERVOIR ROAD ABERDEEN HONG KONG,香港香港仔香港仔水塘道21號(兩個天台操場除外),114.15586138,114.15586138,22.25133487,22.25133487,834102.0,834102.0,812507.0,812507.0,CO-ED,男女,WHOLE DAY,全日,SOUTHERN,南區,AIDED,資助,SECONDARY,中學,25529206,25529206,25547845,25547845,http://www.stpeter.edu.hk,http://www.stpeter.edu.hk,CATHOLICISM,天主教
170771000233,Aided Secondary Schools,資助中學,ST. FRANCIS OF ASSISI'S COLLEGE,聖芳濟各書院,"1 YAN SHING LANE FANLING, NEW TERRITORIES",新界粉嶺欣盛里一號,114.13852851,114.13852851,22.48769699,22.48769699,832322.0,832322.0,838681.0,838681.0,CO-ED,男女,WHOLE DAY,全日,NORTH,北區,AIDED,資助,SECONDARY,中學,26779702,26779702,26779759,26779759,http://www.sfac.edu.hk,http://www.sfac.edu.hk,CATHOLICISM,天主教
170933000133,Aided Secondary Schools,資助中學,THE HONG KONG TAOIST ASSOCIATION CHING CHUNG SECONDARY SCHOOL,香港道教聯合會青松中學,4 HIU YUK PATH SAU MAU PING KWUN TONG KOWLOON,九龍觀塘秀茂坪曉育徑四號,114.23276894,114.23276894,22.3141527,22.3141527,842027.0,842027.0,819464.0,819464.0,CO-ED,男女,WHOLE DAY,全日,KWUN TONG,觀塘區,AIDED,資助,SECONDARY,中學,27274315,27274315,23477376,23477376,http://www.ccss.edu.hk,http://www.ccss.edu.hk,TAOISM,道教
524549000133,Aided Secondary Schools,資助中學,CHINA HOLINESS CHURCH LIVING SPIRIT COLLEGE,中華聖潔會靈風中學,1 TUNG LEUNG LANE TAI PO NEW TERRITORIES,新界大埔棟樑里一號,114.17391117,114.17391117,22.45670007,22.45670007,835963.0,835963.0,835248.0,835248.0,CO-ED,男女,WHOLE DAY,全日,TAI PO,大埔區,AIDED,資助,SECONDARY,中學,29589694,29589694,29589846,29589846,http://www.lsc.edu.hk,http://www.lsc.edu.hk,PROTESTANTISM / CHRISTIANITY,基督教
